3556,金昌,620300,JINCHANG
892,晋城,140500,JINCHENG
724,景德镇,360200,JINGDEZHEN
536,荆门,420800,JINGMEN
545,荆州,421000,JINGZHOU
142,金华,330700,JINHUA
842,济宁,370800,JINING
894,晋中,140700,JINZHONG
779,锦州,210700,JINZHOU
726,九江,360400,JIUJIANG
277,酒泉,620900,JIUQUAN
521,鸡西,230300,JIXI
1102,济源,410881,JIYUAN
466,开封,410200,KAIFENG
985,喀什,653100,KASHEN
3667,克拉玛依,650200,KELAMAYI
3672,克孜勒苏柯尔克孜,653000,KEZILESUKEERKEZI
18,昆明,530100,KUNMING
3639,来宾,451300,LAIBIN
419,廊坊,131000,LANGFANG
279,兰州,620100,LANZHOU
979,拉萨,540100,LASA
5889,乐东,469027,LEDONG
940,乐山,511100,LESHAN
3645,凉山,513400,LIANGSHAN
677,连云港,320700,LIANYUNGANG
847,聊城,371500,LIAOCHENG
1178,辽阳,211000,LIAOYANG
630,辽源,220400,LIAOYUAN
992,丽江,530700,LIJIANG
1008,临沧,530900,LINCANG
890,临汾,141000,LINFEN
5590,临高,469024,LINGAO
3498,临夏,622900,LINXIA
849,临沂,371300,LINYI
3657,林芝,542600,LINZHI
1039,丽水,331100,LISHUI
227,六安,341500,LIUAN
406,六盘水,520200,LIUPANSHUI
380,柳州,450200,LIUZHOU
288,陇南,621200,LONGNAN
263,龙岩,350800,LONGYAN
595,娄底,431300,LOUDI
5863,陵水,469028,LS
1194,吕梁,141100,LULIANG
495,漯河,411100,LUOHE
486,洛阳,410300,LUOYANG
959,泸州,510500,LUZHOU
170,马鞍山,340500,MAANSHAN
348,茂名,440900,MAOMING
961,眉山,511400,MEISHAN
350,梅州,441400,MEIZHOU
944,绵阳,510700,MIANYANG
528,牡丹江,231000,MUDANJIANG
738,南昌,360100,NANCHANG
968,南充,511300,NANCHONG
63,南京,320100,NANJING
372,南宁,450100,NANNING
254,南平,350700,NANPING
132,南通,320600,NANTONG
499,南阳,411300,NANYANG
970,内江,511000,NEIJIANG
147,宁波,330200,NINGBO
268,宁德,350900,NINGDE
3651,怒江,533300,NUJIANG
784,盘锦,211100,PANJIN
951,攀枝花,510400,PANZHIHUA
502,平顶山,410400,PINGDINGSHAN
1137,平凉,620800,PINGLIANG
711,萍乡,360300,PINGXIANG
3198,普洱,530800,PUER
271,莆田,350300,PUTIAN
458,濮阳,410900,PUYANG
3647,黔东南,522600,QIANDONGNAN
1158,潜江,429005,QIANJIANG
3648,黔南,522700,QIANNAN
3646,黔西南,522300,QIANXINAN
51,青岛,370200,QINGDAO
3318,庆阳,621000,QINGYANG
102,清远,441800,QINGYUAN
446,秦皇岛,130300,QINHUANGDAO
1145,钦州,450700,QINZHOU
1124,琼海,469002,QIONGHAI
5851,琼中,469030,QIONGZHONG
530,齐齐哈尔,230200,QIQIHAER
3636,七台河,230900,QITAIHE
245,泉州,350500,QUANZHOU
1016,曲靖,530300,QUJING
145,衢州,330800,QUZHOU
3654,日喀则,540200,RIKEZE
877,日照,371100,RIZHAO
449,三门峡,411200,SANMENXIA
239,三明,350400,SANMING
410,三亚,460200,SANYA
1,上海,310100,SHANGHAI
897,商洛,611000,SHANGLUO
452,商丘,411400,SHANGQIU
713,上饶,361100,SHANGRAO
3653,山南,540500,SHANNANSHI
290,汕头,440500,SHANTOU
294,汕尾,441500,SHANWEI
296,韶关,440200,SHAOGUAN
66,绍兴,330600,SHAOXING
571,邵阳,430500,SHAOYANG
5887,神农架林区,4290210,SHENNONGJIA
75,沈阳,210100,SHENYANG
28,深圳,440300,SHENZHEN
1200,石河子,659001,SHIHEZI
59,石家庄,130100,SHIJIAZHUANG
68,十堰,420300,SHIYAN
807,石嘴山,640200,SHIZUISHAN
3635,双鸭山,230500,SHUANGYASHAN
3629,朔州,140600,SHUOZHOU
621,四平,220300,SIPING
1174,松原,220700,SONGYUAN
511,绥化,231200,SUIHUA
922,遂宁,510900,SUINING
534,随州,421300,SUIZHOU
644,宿迁,321300,SUQIAN
193,宿州,341300,SUZHOU
107,苏州,320500,SUZHOU
3674,塔城,654200,TACHENG
817,泰安,370900,TAIAN
81,太原,140100,TAIYUAN
181,台州,331000,TAIZHOU
640,泰州,321200,TAIZHOU
83,唐山,130200,TANGSHAN
22,天津,120100,TIANJIN
1159,天门,429006,TIANMEN
1119,天水,620500,TIANSHUI
1179,铁岭,211200,TIELING
1187,铜川,610200,TONGCHUAN
619,通化,220500,TONGHUA
787,通辽,150500,TONGLIAO
191,铜陵,340700,TONGLING
386,铜仁,520600,TONGREN
5534,万宁,469006,WANNING
821,潍坊,370700,WEIFANG
853,威海,371000,WEIHAI
905,渭南,610500,WEINAN
5773,文昌,469005,WENCHANG
3269,文山,532600,WENSHAN
1047,温州,330300,WENZHOU
803,乌海,150300,WUHAI
10,武汉,420100,WUHAN
219,芜湖,340200,WUHU
5754,五家渠,659004,WUJIAQU
3630,乌兰察布,150900,WULANCHABU
987,乌鲁木齐,650100,WULUMUQI
284,武威,620600,WUWEI
151,无锡,320200,WUXI
3666,吴忠,640300,WUZHONG
374,梧州,450400,WUZHOU
89,厦门,350200,XIAMEN
46,西安,610100,XIAN
599,湘潭,430300,XIANGTAN
602,湘西,433100,XIANGXI
731,襄阳,420600,XIANGYANG
538,咸宁,421200,XIANNING
569,仙桃,429004,XIANTAO
918,咸阳,610400,XIANYANG
1160,孝感,420900,XIAOGAN
3303,锡林郭勒,152500,XILINGUOLE
3631,兴安盟,152200,XINGAN
441,邢台,130500,XINGTAI
3679,兴义市,522301,XINGYI
814,西宁,630100,XINING
472,新乡,410700,XINXIANG
470,信阳,411500,XINYANG
733,新余,360500,XINYU
3432,忻州,140900,XINZHOU
1010,西双版纳,532800,XISHUANGBANNA
224,宣城,341800,XUANCHENG
477,许昌,411000,XUCHANG
95,徐州,320300,XUZHOU
3438,雅安,511800,YAAN
912,延安,610600,YANAN
3634,延边,222400,YANBIAN
642,盐城,320900,YANCHENG
329,阳江,441700,YANGJIANG
5750,洋浦,469000,YANGPU
1195,阳泉,140300,YANGQUAN
660,扬州,321000,YANGZHOU
105,烟台,370600,YANTAI
949,宜宾,511500,YIBIN
565,宜昌,420500,YICHANG
3463,伊春,230700,YICHUN
716,宜春,360900,YICHUN
1104,伊犁,654000,YILI
810,银川,640100,YINCHUAN
774,营口,210800,YINGKOU
1170,鹰潭,360600,YINGTAN
4636,宜兴市,320282,YIXINGSHI
605,益阳,430900,YIYANG
1164,永州,431100,YONGZHOU
607,岳阳,430600,YUEYANG
378,玉林,450900,YULIN
914,榆林,610800,YULIN
888,运城,140800,YUNCHENG
332,云浮,445300,YUNFU
3664,玉树,632700,YUSHU
1012,玉溪,530400,YUXI
857,枣庄,370400,ZAOZHUANG
1236,张家界,430800,ZHANGGUJIE
443,张家口,130700,ZHANGJIAKOU
286,张掖,620700,ZHANGYE
243,漳州,350600,ZHANGZHOU
334,湛江,440800,ZHANJIANG
337,肇庆,441200,ZHAOQING
3649,昭通,530600,ZHAOTONG
43,郑州,410100,ZHENGZHOU
657,镇江,321100,ZHENJIANG
339,中山,442000,ZHONGSHAN
1184,中卫,640500,ZHONGWEI
93,周口,411600,ZHOUKOU
1055,舟山,330900,ZHOUSHAN
346,珠海,440400,ZHUHAI
484,驻马店,411700,ZHUMADIAN
597,株洲,430200,ZHUZHOU
860,淄博,370300,ZIBO
955,自贡,510300,ZIGONG
957,资阳,512000,ZIYANG
403,遵义,520300,ZUNYI
